nuts,year,column_name,column_type,type,ToKeep
ES51,2017,seca_regad,String,,0
ITI1,2017,SestoSuFil,Integer64,,0
ITI1,2017,SestoTraFi,Integer64,,0
DE4,2017,SHAPE_AREA,Real,,0
ES51,2017,shape_area,Real,,0
IE,2017,Shape_Area,Real,,0
DE4,2017,SHAPE_LEN,Real,,0
ES51,2017,shape_leng,Real,,0
IE,2017,Shape_Leng,Real,,0
IE,2017,SHEEP_NITR,Real,,0
IE,2017,SHEEP_PHOS,Real,,0
AT,2017,SL_FLAECHE_BRUTTO_HA,Real,off_area,1
AT,2017,SNAR_BEZEICHNUNG,String,original_name,1
AT,2017,SNAR_CODE,String,original_code,1
DE4,2017,SORTE,Integer64,,0
ITI1,2017,specie,String,original_name,1
IE,2017,STOCK_DENS,Real,,0
IE,2017,SUB_DIV,String,,0
BE3,2017,SURF_HA,Real,off_area,1
FR,2017,SURF_PARC,Real,off_area,1
EE,2017,taotleja_nimi,String,,0
EE,2017,taotleja_registrikood,String,,0
EE,2017,taotletud_kultuur,String,original_name,1
EE,2017,taotletud_maakasutus,String,,0
EE,2017,taotletud_toetus,String,,0
EE,2017,taotletud_toetus2,String,,0
EE,2017,taotlusaasta,Integer,,0
DE4,2017,TGUELTIGAB,String,,0
DE4,2017,TGUELTIGBS,String,,0
IE,2017,TOT_CUS_AC,Real,,0
IE,2017,TOT_CUST_N,String,,0
IE,2017,TOT_CUST_P,Real,,0
IE,2017,TOT_IND_NI,Real,,0
IE,2017,TOT_IND_PH,Real,,0
BE2,2017,UIDN,Integer64,off_id,1
ITI1,2017,uso,String,,0
ITI1,2017,UTE,Integer64,,0
ITI1,2017,varieta,String,,0
PT,2017,VDO_DESC_1,String,group_name2,1
PT,2017,VDO_DESCRI,String,group_name,1
DK,2018,AFGKODE,Real,original_code,1
DK,2018,AFGROEDE,String,original_name,1
DE4,2018,AKTIV_CODE,Integer,,0
DE4,2018,AKTIV_NAME,String,,0
BE2,2018,ALVID,Integer64,,0
IE,2018,ANC_IND,String,,0
ITI1,2018,Anno,Integer64,,0
ITI1,2018,AnnoImpian,Integer64,,0
DE4,2018,ANSAATJAHR,Integer,,0
DE4,2018,ANTRAGJAHR,Integer,,0
IE,2018,APP_HERD,String,,0
ITI1,2018,area,Integer64,off_area,1
ITI1,2018,Beneficiar,Integer64,,0
DE4,2018,BIND_CODE,String,,0
DE4,2018,BIND_NAME,String,,0
DE4,2018,BIND_ZUSAT,String,,0
IE,2018,BOVIN_NITR,Real,,0
IE,2018,BOVIN_PHOS,Real,,0
PT,2018,C1,String,original_name,1
PT,2018,C2,String,,0
PT,2018,C3,String,,0
PT,2018,C4,String,,0
PT,2018,C5,String,,0
PT,2018,C6,String,,0
PT,2018,C7,String,,0
PT,2018,C8,String,,0
PT,2018,C9,String,,0
BE3,2018,CAMPAGNE,String,,0
ES51,2018,Campanya,Integer,,0
NL,2018,CAT_GEWASCATEGORIE, String ,group_code,1
IE,2018,CLAIM_AREA,Real,,0
ITI1,2018,CodColtiva,Integer64,,0
ITI1,2018,CodDestina,String,,0
DE4,2018,CODE,String,original_code,1
DE4,2018,CODE_BEZ,String,original_name,1
FR,2018,CODE_CULTU,String,original_code,1
FR,2018,CODE_GROUP,String,group_code,1
ITI1,2018,CodQualita,String,,0
ITI1,2018,CodUso,String,,0
ITI1,2018,ColturaPri,Integer64,,0
IE,2018,COM_DEN,Integer64,,0
IE,2018,COM_IND,String,,0
IE,2018,COM_NUM,Integer64,,0
ES51,2018,Comarca,String,,0
ITI1,2018,comune,String,,0
IE,2018,CROP_DESC,String,original_name,1
BE3,2018,CULT_COD,String,original_code,1
BE3,2018,CULT_NOM,String,original_name,1
ES51,2018,Cultiu,String,original_name,1
FR,2018,CULTURE_D1,String,,0
FR,2018,CULTURE_D2,String,,0
IE,2018,CUST_ID,Real,,0
IE,2018,CUST_NIT_A,Real,,0
IE,2018,CUST_NPH,String,,0
DK,2018,CVR,String,,0
ITI1,2018,DataFineOc,String,,0
ITI1,2018,DataImpian,String,,0
ITI1,2018,DataInizio,String,,0
IE,2018,DEROGATION,Real,,0
ITI1,2018,DescColtiv,String,,0
ITI1,2018,destinazio,String,,0
IE,2018,DIGIT_AREA,Real,off_area,1
IE,2018,EFA_SEC_CR,String,,0
IE,2018,ESPG_IND,String,,0
IE,2018,EXP_NITRAT,Real,,0
IE,2018,EXP_PHOSPH,Real,,0
IE,2018,EXTRCT_DAT,String,,0
IE,2018,FAD,Real,,0
IE,2018,FAD_REASON,String,,0
AT,2018,FART_ID,Real,,0
AT,2018,FS_KENNUNG,Real,off_id,1
DK,2018,GB,Real,,0
DK,2018,GBANMELDT,Integer64,,0
AT,2018,GEO_ID,Real,,0
AT,2018,GEO_PART_KEY,Real,,0
AT,2018,GEO_TYPE,String,,0
NL,2018,GEOMETRIE_Area, Real ,,0
NL,2018,GEOMETRIE_Length, Real ,,0
BE2,2018,GEWASGROEP,String,group_name,1
IE,2018,GLAS_IND,String,,0
AT,2018,GML_GEOM,Binary,,0
AT,2018,GML_ID,String,,0
AT,2018,GML_IDENTIFIER,String,,0
AT,2018,GML_LENGTH,Real,,0
DE4,2018,GROESSE,Real,off_area,1
BE3,2018,GROUPE_CUL,String,group_name,1
ES51,2018,Grup,String,group_name,1
DE4,2018,GUELT_BIS,String,,0
DE4,2018,GUELT_VON,String,,0
NL,2018,GWS_GEWAS, String ,original_name,1
NL,2018,GWS_GEWASCODE, String ,original_code,1
ES51,2018,HA,Real,off_area,1
IE,2018,HERD_NO,String,,0
DE4,2018,HERKUNFT,String,,0
BE2,2018,HFDTLT,String,original_code,1
DE4,2018,ID,Integer,off_id,1
DK,2018,ID,Integer64,off_id,1
ES51,2018,ID_MUN,String,off_id,1
FR,2018,ID_PARCEL,String,off_id,1
ITI1,2018,IDCatastal,String,,0
ITI1,2018,IdEpocaDiS,Integer64,,0
ITI1,2018,IDFormaAll,Integer64,,0
ITI1,2018,IdPotenzia,Integer64,,0
ITI1,2018,IdRotazion,Integer64,,0
ITI1,2018,IDSpecie,Integer64,original_code,1
ITI1,2018,IdTipoIrri,Integer64,,0
ITI1,2018,IdTipoMa_1,Integer64,,0
ITI1,2018,IdTipoMant,Integer64,,0
ITI1,2018,IdTipoProt,Integer64,,0
ITI1,2018,IdTipoSemi,Integer64,,0
ITI1,2018,IDVarieta,Integer64,,0
DK,2018,IMK_AREAL,Real,off_area,1
IE,2018,IMP_NITRAT,Real,,0
IE,2018,IMP_PHOSPH,Real,,0
IE,2018,IND_ACREAG,Real,,0
IE,2018,IND_NPH,Real,,0
AT,2018,INSPIRE_ID,String,,0
ITI1,2018,Irriguo,Integer64,,0
DK,2018,JOURNALNR,String,,0
DE4,2018,LAND,String,,0
FR,2018,layer,String,,0
ITI1,2018,layer,String,,0
PT,2018,layer,String,,0
BE2,2018,LBLHFDTLT,String,original_name,1
BE2,2018,LBLPM,String,,0
BE2,2018,LENGTE,Real,,0
AT,2018,LOG_PKEY,Real,,0
DK,2018,MARKNR,String,,0
IE,2018,MD,Real,,0
IE,2018,MD_REASON,String,,0
IE,2018,MEA,Real,,0
ES51,2018,Municipi,String,,0
EE,2018,niitmise_tuvast_ajavahemik,String,,0
EE,2018,niitmise_tuvastamise_staatus,String,,0
IE,2018,NO_OF_HERD,String,,0
ITI1,2018,NrPiante,Integer64,,0
BE3,2018,OBJECTID,Real,off_id,1
ITI1,2018,objectid,Integer64,off_id,1
BE2,2018,OIDN,Integer64,,0
BE2,2018,OPPERVL,Real,off_area,1
IE,2018,ORG_STATUS,String,,0
PT,2018,OSA_ID,Integer64,off_id,1
DE4,2018,OVF,Integer,,0
DE4,2018,OVF_BEZ,String,,0
PT,2018,PAR_NUM,String,,0
IE,2018,PARC_LAB,String,,0
IE,2018,PARTNER_NO,String,,0
FR,2018,path,String,,0
ITI1,2018,path,String,,0
PT,2018,path,String,,0
EE,2018,pindala_ha,Real,off_area,1
BE2,2018,PM,String,,0
EE,2018,pollu_id,Integer,off_id,1
ITI1,2018,Produttivo,Integer64,,0
ES51,2018,Provincia,String,,0
ITI1,2018,PROVINCIA,String,,0
ITI1,2018,qualita,String,,0
DE4,2018,REF_IDENT,String,,0
IE,2018,RESTRICT_N,String,,0
IE,2018,RESTRICT_P,Real,,0
IE,2018,SCHYEAR,Real,,0
ES51,2018,Seca_Regad,String,,0
ITI1,2018,SestoSuFil,Integer64,,0
ITI1,2018,SestoTraFi,Integer64,,0
DE4,2018,SHAPE_AREA,Real,,0
IE,2018,Shape_Area,Real,,0
DE4,2018,SHAPE_LEN,Real,,0
IE,2018,Shape_Leng,Real,,0
IE,2018,SHEEP_NITR,Real,,0
IE,2018,SHEEP_PHOS,Real,,0
AT,2018,SL_FLAECHE_BRUTTO_HA,Real,off_area,1
AT,2018,SNAR_BEZEICHNUNG,String,original_name,1
AT,2018,SNAR_CODE,String,original_code,1
DE4,2018,SORTE,Integer,,0
DE4,2018,SORTE_BEZ,String,,0
ITI1,2018,specie,String,original_name,1
IE,2018,STOCK_DENS,Real,,0
IE,2018,SUB_DIV,String,,0
BE3,2018,SURF_HA,Real,off_area,1
FR,2018,SURF_PARC,Real,off_area,1
EE,2018,taotleja_nimi,String,,0
EE,2018,taotleja_registrikood,String,,0
EE,2018,taotletud_kultuur,String,original_name,1
EE,2018,taotletud_maakasutus,String,,0
EE,2018,taotletud_toetus,String,,0
EE,2018,taotletud_toetus2,String,,0
EE,2018,taotlusaasta,Integer,,0
DE4,2018,TF_TYP,String,,0
IE,2018,TOT_CUS_AC,Real,,0
IE,2018,TOT_CUST_N,String,,0
IE,2018,TOT_CUST_P,Real,,0
IE,2018,TOT_IND_NI,Real,,0
IE,2018,TOT_IND_PH,Real,,0
BE2,2018,UIDN,Integer64,off_id,1
ITI1,2018,uso,String,,0
ITI1,2018,UTE,Integer64,,0
ITI1,2018,varieta,String,,0
PT,2018,VDO_DESC_1,String,group_name,1
DE4,2018,VERPF_BEGI,String,,0
DK,2019,AFGKODE,Real,original_code,1
DK,2019,AFGROEDE,String,original_name,1
DE4,2019,AKTIV_CODE,Integer,,0
DE4,2019,AKTIV_NAME,String,,0
BE2,2019,ALVID,Integer64,,0
IE,2019,ANC_IND,String,,0
ITI1,2019,Anno,Integer64,,0
ITI1,2019,AnnoImpian,Integer64,,0
DE4,2019,ANSAATJAHR,Integer,,0
DE4,2019,ANTRAGJAHR,Integer,,0
IE,2019,APP_HERD,String,,0
ITI1,2019,area,Integer64,off_area,1
DEA,2019,AREA_HA,Real,off_area,1
ITI1,2019,Beneficiar,Integer64,,0
DE4,2019,BIND_CODE,String,,0
DE4,2019,BIND_NAME,String,,0
DE4,2019,BIND_ZUSAT,String,,0
IE,2019,BOVIN_NITR,Real,,0
IE,2019,BOVIN_PHOS,Real,,0
PT,2019,C1,String,original_name,1
PT,2019,C2,String,,0
PT,2019,C3,String,,0
PT,2019,C4,String,,0
PT,2019,C5,String,,0
PT,2019,C6,String,,0
PT,2019,C7,String,,0
PT,2019,C8,String,,0
PT,2019,C9,String,,0
BE3,2019,CAMPAGNE,String,,0
ES51,2019,Campanya,Integer64,,0
NL,2019,CAT_GEWASCATEGORIE, String ,group_code,1
IE,2019,CLAIM_AREA,Real,,0
ITI1,2019,CodColtiva,Integer64,,0
ITI1,2019,CodDestina,String,,0
DE4,2019,CODE,String,original_code,1
DEA,2019,CODE,Integer,original_code,1
DE4,2019,CODE_BEZ,String,original_name,1
FR,2019,CODE_CULTU,String,original_code,1
FR,2019,CODE_GROUP,String,group_code,1
DEA,2019,CODE_TXT,String,original_name,1
ITI1,2019,CodQualita,String,,0
ITI1,2019,CodUso,String,,0
ITI1,2019,ColturaPri,Integer64,,0
IE,2019,COM_DEN,Integer64,,0
IE,2019,COM_IND,String,,0
IE,2019,COM_NUM,Integer64,,0
ES51,2019,Comarca,String,,0
ITI1,2019,comune,String,,0
IE,2019,CROP_DESC,String,original_name,1
DEA,2019,CROPDIV,String,,0
BE3,2019,CULT_COD,String,original_code,1
BE3,2019,CULT_NOM,String,original_name,1
ES51,2019,Cultiu,String,original_name,1
FR,2019,CULTURE_D1,String,,0
FR,2019,CULTURE_D2,String,,0
IE,2019,CUST_ID,Real,,0
IE,2019,CUST_NIT_A,Real,,0
IE,2019,CUST_NPH,String,,0
DK,2019,CVR,String,,0
DEA,2019,D_PG,String,,0
ITI1,2019,DataFineOc,String,,0
ITI1,2019,DataImpian,String,,0
ITI1,2019,DataInizio,String,,0
IE,2019,DEROGATION,Real,,0
ITI1,2019,DescColtiv,String,,0
ITI1,2019,destinazio,String,,0
IE,2019,DIGIT_AREA,Real,off_area,1
DEA,2019,EFA,String,,0
IE,2019,EFA_SEC_CR,String,,0
DEA,2019,ELER,String,,0
IE,2019,ESPG_IND,String,,0
IE,2019,EXP_NITRAT,Real,,0
IE,2019,EXP_PHOSPH,Real,,0
IE,2019,EXTRCT_DAT,String,,0
IE,2019,FAD,Real,,0
IE,2019,FAD_REASON,String,,0
AT,2019,FART_ID,Real,,0
DEA,2019,FLIK,String,,0
AT,2019,FS_KENNUNG,Real,off_id,1
DK,2019,GB,Real,,0
DK,2019,GBANMELDT,Real,,0
AT,2019,GEO_ID,Real,,0
AT,2019,GEO_PART_KEY,Real,,0
AT,2019,GEO_TYPE,String,,0
NL,2019,GEOMETRIE_Area, Real ,,0
NL,2019,GEOMETRIE_Length, Real ,,0
SI,2019,GERK_PID,Integer,off_id,1
BE2,2019,GEWASGROEP,String,group_name,1
IE,2019,GLAS_IND,String,,0
AT,2019,GML_GEOM,Binary,,0
AT,2019,GML_ID,String,,0
AT,2019,GML_IDENTIFIER,String,,0
AT,2019,GML_LENGTH,Real,,0
DE4,2019,GROESSE,Real,off_area,1
BE3,2019,GROUPE_CUL,String,group_name,1
ES51,2019,Grup,String,group_name,1
DE4,2019,GUELT_BIS,String,,0
DE4,2019,GUELT_VON,String,,0
NL,2019,GWS_GEWAS, String ,original_name,1
NL,2019,GWS_GEWASCODE, String ,original_code,1
ES51,2019,HA,Real,off_area,1
IE,2019,HERD_NO,String,,0
DE4,2019,HERKUNFT,String,,0
BE2,2019,HFDTLT,String,original_code,1
DEA,2019,ID,Integer,off_id,1
DK,2019,ID,Integer64,off_id,1
ES51,2019,ID_MUN,String,off_id,1
FR,2019,ID_PARCEL,String,off_id,1
ITI1,2019,IDCatastal,String,,0
ITI1,2019,IdEpocaDiS,Integer64,,0
ITI1,2019,IDFormaAll,Integer64,,0
ITI1,2019,IdPotenzia,Integer64,,0
ITI1,2019,IdRotazion,Integer64,,0
ITI1,2019,IDSpecie,Integer64,original_code,1
ITI1,2019,IdTipoIrri,Integer64,,0
ITI1,2019,IdTipoMa_1,Integer64,,0
ITI1,2019,IdTipoMant,Integer64,,0
ITI1,2019,IdTipoProt,Integer64,,0
ITI1,2019,IdTipoSemi,Integer64,,0
ITI1,2019,IDVarieta,Integer64,,0
DK,2019,IMK_AREAL,Real,off_area,1
IE,2019,IMP_NITRAT,Real,,0
IE,2019,IMP_PHOSPH,Real,,0
IE,2019,IND_ACREAG,Real,,0
IE,2019,IND_NPH,Real,,0
AT,2019,INSPIRE_ID,String,,0
DEA,2019,INSPIRE_ID,String,,0
ITI1,2019,Irriguo,Integer64,,0
DK,2019,JOURNALNR,String,,0
DE4,2019,LAND,String,,0
FR,2019,layer,String,,0
ITI1,2019,layer,String,,0
PT,2019,layer,String,,0
BE2,2019,LBLHFDTLT,String,original_name,1
BE2,2019,LBLPM,String,,0
BE2,2019,LENGTE,Real,,0
AT,2019,LOG_PKEY,Real,,0
DK,2019,MARKNR,String,,0
IE,2019,MD,Real,,0
IE,2019,MD_REASON,String,,0
IE,2019,MEA,Real,,0
ES51,2019,Municipi,String,,0
EE,2019,niitmise_tuvast_ajavahemik,String,,0
EE,2019,niitmise_tuvastamise_staatus,String,,0
IE,2019,NO_OF_HERD,String,,0
ITI1,2019,NrPiante,Integer64,,0
BE3,2019,OBJECTID,Real,off_id,1
ITI1,2019,objectid,Integer64,off_id,1
PT,2019,OBJECTID,Integer64,,0
BE2,2019,OIDN,Integer64,,0
BE2,2019,OPPERVL,Real,off_area,1
IE,2019,ORG_STATUS,String,,0
PT,2019,OSA_ID,Integer64,off_id,1
DE4,2019,OVF,Integer,,0
DE4,2019,OVF_BEZ,String,,0
PT,2019,PAR_NUM,String,,0
IE,2019,PARC_LAB,String,,0
IE,2019,PARTNER_NO,String,,0
FR,2019,path,String,,0
ITI1,2019,path,String,,0
PT,2019,path,String,,0
EE,2019,pindala_ha,Real,off_area,1
BE2,2019,PM,String,,0
SI,2019,POLJINA_ID,Real,,0
EE,2019,pollu_id,Integer,off_id,1
ITI1,2019,Produttivo,Integer64,,0
ES51,2019,Provincia,String,,0
ITI1,2019,PROVINCIA,String,,0
ITI1,2019,qualita,String,,0
DE4,2019,REF_IDENT,String,,0
IE,2019,RESTRICT_N,String,,0
IE,2019,RESTRICT_P,Real,,0
IE,2019,SCHYEAR,Real,,0
ES51,2019,Seca_Regad,String,,0
ITI1,2019,SestoSuFil,Integer64,,0
ITI1,2019,SestoTraFi,Integer64,,0
DE4,2019,SHAPE_AREA,Real,,0
IE,2019,Shape_Area,Real,,0
DE4,2019,SHAPE_LEN,Real,,0
IE,2019,Shape_Leng,Real,,0
IE,2019,SHEEP_NITR,Real,,0
IE,2019,SHEEP_PHOS,Real,,0
SI,2019,SIFRA_KMRS,String,original_code,1
AT,2019,SL_FLAECHE_BRUTTO_HA,Real,off_area,1
AT,2019,SNAR_BEZEICHNUNG,String,original_name,1
AT,2019,SNAR_CODE,String,original_code,1
DE4,2019,SORTE,Integer,,0
DE4,2019,SORTE_BEZ,String,,0
ITI1,2019,specie,String,original_name,1
IE,2019,STOCK_DENS,Real,,0
IE,2019,SUB_DIV,String,,0
BE3,2019,SURF_HA,Real,off_area,1
FR,2019,SURF_PARC,Real,off_area,1
EE,2019,taotleja_nimi,String,,0
EE,2019,taotleja_registrikood,String,,0
EE,2019,taotletud_kultuur,String,original_name,1
EE,2019,taotletud_maakasutus,String,,0
EE,2019,taotletud_toetus,String,,0
EE,2019,taotletud_toetus2,String,,0
EE,2019,taotlusaasta,Integer,,0
DE4,2019,TF_TYP,String,,0
IE,2019,TOT_CUS_AC,Real,,0
IE,2019,TOT_CUST_N,String,,0
IE,2019,TOT_CUST_P,Real,,0
IE,2019,TOT_IND_NI,Real,,0
IE,2019,TOT_IND_PH,Real,,0
BE2,2019,UIDN,Integer64,off_id,1
DEA,2019,USE_CODE,String,,0
DEA,2019,USE_TXT,String,,0
ITI1,2019,uso,String,,0
ITI1,2019,UTE,Integer64,,0
ITI1,2019,varieta,String,,0
PT,2019,VDO_DESC_1,String,group_name2,1
PT,2019,VDO_DESCRI,String,group_name,1
DE4,2019,VERPF_BEGI,String,,0
DEA,2019,WJ,Integer,,0
DK,2020,Afgkode,Integer,original_code,1
DK,2020,Afgroede,String,original_name,1
DE4,2020,aktiv_code,Integer64,,0
DE4,2020,aktiv_name,String,,0
BE2,2020,ALVID,Integer64,,0
IE,2020,ANC_IND,String,,0
ITI1,2020,Anno,String,,0
ITI1,2020,AnnoImpian,String,,0
DE4,2020,ansaatjahr,Integer64,,0
DE4,2020,antragjahr,Integer,,0
IE,2020,APP_HERD,String,,0
ITI1,2020,area,Integer64,off_area,1
SI,2020,AREA,Real,off_area,1
DEA,2020,AREA_HA,Real,off_area,1
ITI1,2020,Beneficiar,String,,0
DE4,2020,bind_code,String,,0
DE4,2020,bind_name,String,,0
DE4,2020,bind_zusat,String,,0
IE,2020,BOVIN_NITR,Real,,0
IE,2020,BOVIN_PHOS,Real,,0
BE3,2020,CAMPAGNE,String,,0
ES51,2020,Campanya,Integer64,,0
NL,2020,category,String,group_name,1
IE,2020,CLAIM_AREA,Real,,0
PT,2020,Classe,String,group_name2,1
ITI1,2020,CodColtiva,String,,0
ITI1,2020,CodDestina,String,,0
DE4,2020,code,String,original_code,1
DEA,2020,CODE,Integer,original_code,1
DE4,2020,code_bez,String,original_name,1
FR,2020,CODE_CULTU,String,original_code,1
FR,2020,CODE_GROUP,String,group_code,1
DEA,2020,CODE_TXT,String,original_name,1
ITI1,2020,CodQualita,String,,0
ITI1,2020,CodUso,String,,0
SI,2020,COLOR,String,,0
ITI1,2020,ColturaPri,String,,0
IE,2020,COM_DEN,Integer64,,0
IE,2020,COM_IND,String,,0
IE,2020,COM_NUM,Integer64,,0
ES51,2020,Comarca,String,,0
ITI1,2020,comune,String,,0
IE,2020,CROP_DESC,String,original_name,1
SI,2020,CROP_LATIN,String,,0
DEA,2020,CROPDIV,String,,0
BE3,2020,CULT_COD,String,original_code,1
BE3,2020,CULT_NOM,String,original_name,1
ES51,2020,Cultiu,String,original_name,1
PT,2020,culturas_2020_C1,String,original_code,1
PT,2020,culturas_2020_C10,String,,0
PT,2020,culturas_2020_C2,String,,0
PT,2020,culturas_2020_C3,String,,0
PT,2020,culturas_2020_C4,String,,0
PT,2020,culturas_2020_C5,String,,0
PT,2020,culturas_2020_C6,String,,0
PT,2020,culturas_2020_C7,String,,0
PT,2020,culturas_2020_C8,String,,0
PT,2020,culturas_2020_C9,String,,0
FR,2020,CULTURE_D1,String,,0
FR,2020,CULTURE_D2,String,,0
IE,2020,CUST_ID,Real,,0
IE,2020,CUST_NIT_A,Real,,0
IE,2020,CUST_NPH,String,,0
DK,2020,CVR,String,,0
DEA,2020,D_PG,String,,0
ITI1,2020,DataFineOc,String,,0
ITI1,2020,DataImpian,String,,0
ITI1,2020,DataInizio,String,,0
IE,2020,DEROGATION,Real,,0
ITI1,2020,DescColtiv,String,,0
ITI1,2020,destinazio,String,,0
IE,2020,DIGIT_AREA,Real,off_area,1
DEA,2020,EFA,String,,0
IE,2020,EFA_SEC_CR,String,,0
DEA,2020,ELER,String,,0
IE,2020,ESPG_IND,String,,0
IE,2020,EXP_NITRAT,Real,,0
IE,2020,EXP_PHOSPH,Real,,0
IE,2020,EXTRCT_DAT,String,,0
IE,2020,FAD,Real,,0
IE,2020,FAD_REASON,String,,0
AT,2020,FART_ID,Real,,0
DEA,2020,FLIK,String,,0
AT,2020,FS_KENNUNG,Real,off_id,1
DK,2020,GB,Integer,,0
DK,2020,GBanmeldt,Real,,0
AT,2020,GEO_ID,Real,,0
AT,2020,GEO_PART_KEY,Real,,0
AT,2020,GEO_TYPE,String,,0
SI,2020,GERK_PID,Real,off_id,1
NL,2020,gewas,String,original_name,1
NL,2020,gewascode,Integer,original_code,1
BE2,2020,GEWASGROEP,String,group_name,1
IE,2020,GLAS_IND,String,,0
AT,2020,GML_GEOM,Binary,,0
AT,2020,GML_ID,String,,0
SK,2020,gml_id,String,,0
AT,2020,GML_IDENTIFIER,String,,0
AT,2020,GML_LENGTH,Real,,0
DE4,2020,groesse,Real,off_area,1
BE3,2020,GROUPE_CUL,String,group_name,1
ES51,2020,Grup,String,group_name,1
DE4,2020,guelt_bis,String,,0
DE4,2020,guelt_von,String,,0
ES51,2020,HA,Real,off_area,1
IE,2020,HERD_NO,String,,0
DE4,2020,herkunft,String,,0
BE2,2020,HFDTLT,String,original_code,1
DEA,2020,ID,Integer,off_id,1
SI,2020,ID,Real,,0
ES51,2020,ID_MUN,String,,0
FR,2020,ID_PARCEL,String,off_id,1
ITI1,2020,IDCatastal,String,,0
ITI1,2020,IdEpocaDiS,String,,0
ITI1,2020,IDFormaAll,String,,0
ITI1,2020,IdPotenzia,String,,0
ITI1,2020,IdRotazion,String,,0
ITI1,2020,IDSpecie,String,original_code,1
ITI1,2020,IdTipoIrri,String,,0
ITI1,2020,IdTipoMa_1,String,,0
ITI1,2020,IdTipoMant,String,,0
ITI1,2020,IdTipoProt,String,,0
ITI1,2020,IdTipoSemi,String,,0
ITI1,2020,IDVarieta,String,,0
DK,2020,IMK_areal,Real,off_area,1
IE,2020,IMP_NITRAT,Real,,0
IE,2020,IMP_PHOSPH,Real,,0
IE,2020,IND_ACREAG,Real,,0
IE,2020,IND_NPH,Real,,0
AT,2020,INSPIRE_ID,String,,0
DEA,2020,INSPIRE_ID,String,,0
ITI1,2020,Irriguo,String,,0
NL,2020,jaar,Integer,,0
DK,2020,Journalnr,String,,0
SK,2020,KODKD,String,off_id,1
SK,2020,KULTURA,String,group_code,1
DE4,2020,land,String,,0
FR,2020,layer,String,,0
ITI1,2020,layer,String,,0
PT,2020,layer,String,,0
BE2,2020,LBLHFDTLT,String,original_name,1
BE2,2020,LBLPM,String,,0
BE2,2020,LENGTE,Real,,0
AT,2020,LOG_PKEY,Real,,0
SK,2020,LOKALITA,String,,0
DK,2020,Markblok,String,,0
DK,2020,Marknr,String,,0
IE,2020,MD,Real,,0
IE,2020,MD_REASON,String,,0
IE,2020,MEA,Real,,0
ES51,2020,Municipi,String,,0
EE,2020,niitmise_tuvast_ajavahemik,String,,0
EE,2020,niitmise_tuvastamise_staatus,String,,0
IE,2020,NO_OF_HERD,String,,0
ITI1,2020,NrPiante,String,,0
BE3,2020,OBJECTID,Real,off_id,1
ES51,2020,OBJECTID,Integer64,off_id,1
ITI1,2020,objectid,String,off_id,1
BE2,2020,OIDN,Integer64,,0
BE2,2020,OPPERVL,Real,off_area,1
IE,2020,ORG_STATUS,String,,0
PT,2020,OSA_ID,String,off_id,1
DE4,2020,ovf,Integer64,,0
DE4,2020,ovf_bez,String,,0
PT,2020,PAR_ID,String,,0
IE,2020,PARC_LAB,String,,0
SK,2020,PARCELA,String,,0
IE,2020,PARTNER_NO,String,,0
FR,2020,path,String,,0
ITI1,2020,path,String,,0
PT,2020,path,String,,0
SK,2020,PCUV,Integer64,,0
EE,2020,pindala_ha,Real,off_area,1
SK,2020,PLODINA,String,original_name,1
BE2,2020,PM,String,,0
EE,2020,pollu_id,Integer,off_id,1
ITI1,2020,Produttivo,String,,0
ES51,2020,Provincia,String,,0
ITI1,2020,PROVINCIA,String,,0
ITI1,2020,qualita,String,,0
SI,2020,RASTLINA,String,original_name,1
DE4,2020,ref_ident,String,,0
IE,2020,RESTRICT_N,String,,0
IE,2020,RESTRICT_P,Real,,0
IE,2020,SCHYEAR,Real,,0
ES51,2020,Seca_Regad,String,,0
ITI1,2020,SestoSuFil,String,,0
ITI1,2020,SestoTraFi,String,,0
ES51,2020,Shape_Area,Real,,0
IE,2020,Shape_Area,Real,,0
SK,2020,Shape_Area,Real,,0
ES51,2020,Shape_Leng,Real,,0
IE,2020,Shape_Leng,Real,,0
SK,2020,Shape_Leng,Real,,0
IE,2020,SHEEP_NITR,Real,,0
IE,2020,SHEEP_PHOS,Real,,0
SI,2020,SIFRA_KMRS,Integer,original_code,1
AT,2020,SL_FLAECHE_BRUTTO_HA,Real,off_area,1
AT,2020,SNAR_BEZEICHNUNG,String,original_name,1
AT,2020,SNAR_CODE,String,original_code,1
DE4,2020,sorte,Integer64,,0
DE4,2020,sorte_bez,String,,0
ITI1,2020,specie,String,original_name,1
DE4,2020,st_area_sh,Real,,0
DE4,2020,st_length_,Real,,0
NL,2020,status,String,,0
IE,2020,STOCK_DENS,Real,,0
IE,2020,SUB_DIV,String,,0
SK,2020,SUBJEKT,String,,0
BE3,2020,SURF_HA,Real,off_area,1
FR,2020,SURF_PARC,Real,off_area,1
EE,2020,taotleja_nimi,String,,0
EE,2020,taotleja_registrikood,String,,0
EE,2020,taotletud_kultuur,String,original_name,1
EE,2020,taotletud_maakasutus,String,,0
EE,2020,taotletud_toetus,String,,0
EE,2020,taotletud_toetus2,String,,0
EE,2020,taotlusaasta,Integer,,0
DE4,2020,tf_typ,String,,0
IE,2020,TOT_CUS_AC,Real,,0
IE,2020,TOT_CUST_N,String,,0
IE,2020,TOT_CUST_P,Real,,0
IE,2020,TOT_IND_NI,Real,,0
IE,2020,TOT_IND_PH,Real,,0
