nuts,year,column_name,column_type,type,ToKeep
BE2,2020,UIDN,Integer64,off_id,1
DEA,2020,USE_CODE,String,,0
DEA,2020,USE_TXT,String,,0
ITI1,2020,uso,String,,0
ITI1,2020,UTE,String,,0
ITI1,2020,varieta,String,,0
PT,2020,VDO_DESCRI,String,group_name,1
DE4,2020,verpf_begi,String,,0
SK,2020,VYMERA,Real,off_area,1
DEA,2020,WJ,Integer,,0
SK,2020,ZKODKD,String,,0
DK,2021,Afgkode,Integer,original_code,1
DK,2021,Afgroede,String,original_name,1
ES,2021,agregado,Real,,0
DE4,2021,aktiv_code,Integer64,,0
DE4,2021,aktiv_name,String,,0
BE2,2021,ALVID,Integer64,,0
IE,2021,ANC_IND,String,,0
ITI1,2021,Anno,String,,0
ITI1,2021,AnnoImpian,String,,0
DE4,2021,ansaatjahr,Integer64,,0
DE4,2021,antragjahr,Integer,,0
IE,2021,APP_HERD,String,,0
ITI1,2021,area,Integer64,off_area,1
SI,2021,AREA,Real,off_area,1
BE2,2021,area_ha,Real,,0
DEA,2021,AREA_HA,Real,off_area,1
ITI1,2021,Beneficiar,String,,0
DE4,2021,bind_code,String,,0
DE4,2021,bind_name,String,,0
DE4,2021,bind_zusat,String,,0
IE,2021,BOVIN_NITR,Real,,0
IE,2021,BOVIN_PHOS,Real,,0
BE3,2021,CAMPAGNE,String,,0
ES51,2021,Campanya,Integer64,,0
NL,2021,category,String,group_name,1
IE,2021,CLAIM_AREA,Real,,0
ITI1,2021,CodColtiva,String,,0
ITI1,2021,CodDestina,String,,0
DE4,2021,code,String,original_code,1
DEA,2021,CODE,Integer,original_code,1
DE4,2021,code_bez,String,original_name,1
FR,2021,CODE_CULTU,String,original_code,1
FR,2021,CODE_GROUP,String,group_code,1
DEA,2021,CODE_TXT,String,original_name,1
ITI1,2021,CodQualita,String,,0
ITI1,2021,CodUso,String,,0
SI,2021,COLOR,String,,0
ITI1,2021,ColturaPri,String,,0
IE,2021,COM_DEN,Integer64,,0
IE,2021,COM_IND,String,,0
IE,2021,COM_NUM,Integer64,,0
ES51,2021,Comarca,String,,0
ITI1,2021,comune,String,,0
IE,2021,CROP_DESC,String,original_name,1
SI,2021,CROP_LAT_E,String,,0
DEA,2021,CROPDIV,String,,0
BE3,2021,CULT_COD,String,original_code,1
BE3,2021,CULT_NOM,String,original_name,1
ES51,2021,Cultiu,String,original_name,1
PT,2021,Culturas_2021_C1,String,original_code,1
PT,2021,Culturas_2021_C10,String,,0
PT,2021,Culturas_2021_C2,String,,0
PT,2021,Culturas_2021_C3,String,,0
PT,2021,Culturas_2021_C4,String,,0
PT,2021,Culturas_2021_C5,String,,0
PT,2021,Culturas_2021_C6,String,,0
PT,2021,Culturas_2021_C7,String,,0
PT,2021,Culturas_2021_C8,String,,0
PT,2021,Culturas_2021_C9,String,,0
FR,2021,CULTURE_D1,String,,0
FR,2021,CULTURE_D2,String,,0
IE,2021,CUST_ID,Real,,0
IE,2021,CUST_NIT_A,Real,,0
IE,2021,CUST_NPH,String,,0
DK,2021,CVR,String,,0
DEA,2021,D_PG,String,,0
ITI1,2021,DataFineOc,String,,0
ITI1,2021,DataImpian,String,,0
ITI1,2021,DataInizio,String,,0
IE,2021,DEROGATION,Real,,0
ITI1,2021,DescColtiv,String,,0
ITI1,2021,destinazio,String,,0
IE,2021,DIGIT_AREA,Real,off_area,1
ES,2021,dn_oid,Real,off_id,1
ES,2021,dn_perim,Real,,0
ES,2021,dn_surface,Real,off_area,1
DEA,2021,EFA,String,,0
IE,2021,EFA_SEC_CR,String,,0
DEA,2021,ELER,String,,0
IE,2021,ESPG_IND,String,,0
ES,2021,exp_ano,Real,,0
ES,2021,exp_ca,Real,,0
IE,2021,EXP_NITRAT,Real,,0
ES,2021,exp_num,String,,0
IE,2021,EXP_PHOSPH,Real,,0
ES,2021,exp_prov,Real,,0
IE,2021,EXTRCT_DAT,String,,0
IE,2021,FAD,Real,,0
IE,2021,FAD_REASON,String,,0
AT,2021,FART_ID,Real,,0
ES,2021,fid_1,Real,,0
DEA,2021,FLIK,String,,0
AT,2021,FS_KENNUNG,Real,off_id,1
DK,2021,GB,Integer,,0
DK,2021,GBanmeldt,Real,,0
AT,2021,GEO_ID,Real,,0
AT,2021,GEO_PART_KEY,Real,,0
AT,2021,GEO_TYPE,String,,0
SI,2021,GERK_PID,Integer64,off_id,1
NL,2021,gewas,String,original_name,1
NL,2021,gewascode,Integer,original_code,1
BE2,2021,GEWASGROEP,String,,0
IE,2021,GLAS_IND,String,,0
AT,2021,GML_GEOM,Binary,,0
AT,2021,GML_ID,String,,0
AT,2021,GML_IDENTIFIER,String,,0
AT,2021,GML_LENGTH,Real,,0
DE4,2021,groesse,Real,off_area,1
BE3,2021,GROUPE_CUL,String,group_name,1
ES51,2021,Grup,String,group_name,1
DE4,2021,guelt_bis,String,,0
DE4,2021,guelt_von,String,,0
ES51,2021,HA,Real,off_area,1
IE,2021,HERD_NO,String,,0
DE4,2021,herkunft,String,,0
BE2,2021,HFDTLT,String,original_code,1
DEA,2021,ID,Integer,off_id,1
SI,2021,ID,Integer64,,0
FR,2021,ID_PARCEL,String,off_id,1
ITI1,2021,IDCatastal,String,,0
ITI1,2021,IdEpocaDiS,String,,0
ITI1,2021,IDFormaAll,String,,0
ES51,2021,IDMUN,String,off_id,1
ITI1,2021,IdPotenzia,String,,0
ITI1,2021,IdRotazion,String,,0
ITI1,2021,IDSpecie,String,original_code,1
ITI1,2021,IdTipoIrri,String,,0
ITI1,2021,IdTipoMa_1,String,,0
ITI1,2021,IdTipoMant,String,,0
ITI1,2021,IdTipoProt,String,,0
ITI1,2021,IdTipoSemi,String,,0
ITI1,2021,IDVarieta,String,,0
DK,2021,IMK_areal,Real,off_area,1
IE,2021,IMP_NITRAT,Real,,0
IE,2021,IMP_PHOSPH,Real,,0
IE,2021,IND_ACREAG,Real,,0
IE,2021,IND_NPH,Real,,0
AT,2021,INSPIRE_ID,String,,0
DEA,2021,INSPIRE_ID,String,,0
ITI1,2021,Irriguo,String,,0
NL,2021,jaar,Integer,,0
DK,2021,Journalnr,String,,0
SK,2021,KODKD,String,off_id,1
SK,2021,KULTURA_NA,String,group_code,1
SK,2021,KULTURA_SK,String,,0
DE4,2021,land,String,,0
ITI1,2021,layer,String,,0
PT,2021,layer,String,,0
BE2,2021,LBLHFDTLT,String,,0
BE2,2021,LBLPM,String,,0
ES,2021,ld_recinto,Real,,0
BE2,2021,LENGTE,Real,,0
AT,2021,LOG_PKEY,Real,,0
SK,2021,LPIS_LOKAL,String,,0
DK,2021,Markblok,String,,0
DK,2021,Marknr,String,,0
IE,2021,MD,Real,,0
IE,2021,MD_REASON,String,,0
IE,2021,MEA,Real,,0
ES51,2021,Municipi,String,,0
ES,2021,municipio,Real,,0
EE,2021,niitmise_tuvast_ajavahemik,String,,0
EE,2021,niitmise_tuvastamise_staatus,String,,0
IE,2021,NO_OF_HERD,String,,0
ITI1,2021,NrPiante,String,,0
BE3,2021,OBJECTID,Real,off_id,1
ES,2021,OBJECTID,Integer64,,0
ITI1,2021,objectid,String,off_id,1
BE2,2021,OIDN,Integer64,,0
BE2,2021,OPPERVL,Real,off_area,1
IE,2021,ORG_STATUS,String,,0
PT,2021,OSA_ID,String,off_id,1
DE4,2021,ovf,Integer64,,0
DE4,2021,ovf_bez,String,,0
ES,2021,par_ayusol,String,,0
PT,2021,PAR_ID,String,,0
ES,2021,par_produc,Real,original_code,1
ES,2021,par_sie,String,,0
ES,2021,par_sisexp,String,,0
ES,2021,par_supcul,Real,,0
IE,2021,PARC_LAB,String,,0
ES,2021,parcela,Real,,0
SK,2021,PARCELA,String,,0
IE,2021,PARTNER_NO,String,,0
ITI1,2021,path,String,,0
PT,2021,path,String,,0
SK,2021,PCUV,Integer64,,0
ES,2021,pdr_rec,String,,0
EE,2021,pindala_ha,Real,off_area,1
SK,2021,PLODINA,String,original_name,1
BE2,2021,PM,String,,0
ES,2021,poligono,Real,,0
EE,2021,pollu_id,Integer,off_id,1
ES51,2021,Producte2n,String,,0
ITI1,2021,Produttivo,String,,0
ES,2021,provincia,Real,,0
ES51,2021,Provincia,String,,0
ITI1,2021,PROVINCIA,String,,0
ITI1,2021,qualita,String,,0
SI,2021,RASTLINA,String,original_name,1
ES,2021,recinto,Real,,0
DE4,2021,ref_ident,String,,0
IE,2021,RESTRICT_N,String,,0
IE,2021,RESTRICT_P,Real,,0
IE,2021,SCHYEAR,Real,,0
ES51,2021,Seca_Regad,String,,0
ITI1,2021,SestoSuFil,String,,0
ITI1,2021,SestoTraFi,String,,0
ES,2021,Shape_Area,Real,,0
ES51,2021,Shape_Area,Real,,0
IE,2021,Shape_Area,Real,,0
SK,2021,Shape_Area,Real,,0
ES51,2021,Shape_Leng,Real,,0
IE,2021,Shape_Leng,Real,,0
SK,2021,Shape_Leng,Real,,0
ES,2021,Shape_Length,Real,,0
IE,2021,SHEEP_NITR,Real,,0
IE,2021,SHEEP_PHOS,Real,,0
SI,2021,SIFRA_KMRS,String,original_code,1
ES51,2021,Sist_Regad,String,,0
AT,2021,SL_FLAECHE_BRUTTO_HA,Real,off_area,1
AT,2021,SNAR_BEZEICHNUNG,String,original_name,1
AT,2021,SNAR_CODE,String,original_code,1
DE4,2021,sorte,Integer64,,0
DE4,2021,sorte_bez,String,,0
ITI1,2021,specie,String,original_name,1
DE4,2021,st_area_sh,Real,,0
DE4,2021,st_length_,Real,,0
NL,2021,status,String,,0
IE,2021,STOCK_DENS,Real,,0
IE,2021,SUB_DIV,String,,0
SK,2021,SUBJEKT,String,,0
BE3,2021,SURF_HA,Real,off_area,1
FR,2021,SURF_PARC,Real,off_area,1
EE,2021,taotleja_nimi,String,,0
EE,2021,taotleja_registrikood,String,,0
EE,2021,taotletud_kultuur,String,original_name,1
EE,2021,taotletud_maakasutus,String,,0
EE,2021,taotletud_toetus,String,,0
EE,2021,taotletud_toetus2,String,,0
EE,2021,taotlusaasta,Integer,,0
DE4,2021,tf_typ,String,,0
IE,2021,TOT_CUS_AC,Real,,0
IE,2021,TOT_CUST_N,String,,0
IE,2021,TOT_CUST_P,Real,,0
IE,2021,TOT_IND_NI,Real,,0
IE,2021,TOT_IND_PH,Real,,0
BE2,2021,UIDN,Integer64,off_id,1
DEA,2021,USE_CODE,String,,0
DEA,2021,USE_TXT,String,,0
ITI1,2021,uso,String,,0
ITI1,2021,UTE,String,,0
ITI1,2021,varieta,String,,0
ES51,2021,Varietat,String,,0
PT,2021,VDO_DESCRI,String,group_name,1
DE4,2021,verpf_begi,String,,0
SK,2021,VYMERA,Real,off_area,1
DEA,2021,WJ,Integer,,0
SK,2021,ZKODKD,String,,0
ES,2021,zona,Real,,0
DK,2022,Afgkode,Integer,original_code,1
DK,2022,Afgroede,String,original_name,1
ES,2022,agregado,Integer,,0
DE4,2022,aktiv_code,Integer,,0
DE4,2022,aktiv_name,String,,0
BE2,2022,ALVID,Integer64,,0
IE,2022,ANC_IND,String,,0
ITI1,2022,Anno,Integer64,,0
ITI1,2022,AnnoImpian,Integer64,,0
DE4,2022,ansaatjahr,Integer,,0
DE4,2022,antragjahr,Integer,,0
IE,2022,APP_HERD,String,,0
ITI1,2022,area,Integer64,off_area,1
SI,2022,AREA,Real,off_area,1
DEA,2022,AREA_HA,Real,off_area,1
ITI1,2022,Beneficiar,Integer64,,0
DE4,2022,bind_code,String,,0
DE4,2022,bind_name,String,,0
DE4,2022,bind_zusat,String,,0
IE,2022,BOVIN_NITR,Real,,0
IE,2022,BOVIN_PHOS,Real,,0
PT,2022,C1,String,original_code,1
PT,2022,C10,String,,0
PT,2022,C11,String,,0
PT,2022,C12,String,,0
PT,2022,C2,String,,0
PT,2022,C3,String,,0
PT,2022,C4,String,,0
PT,2022,C5,String,,0
PT,2022,C6,String,,0
PT,2022,C7,String,,0
PT,2022,C8,String,,0
PT,2022,C9,String,,0
BE3,2022,CAMPAGNE,String,,0
ES51,2022,Campanya,Integer64,,0
NL,2022,category,String,group_name,1
IE,2022,CLAIM_AREA,Real,,0
ITI1,2022,CodColtiva,Integer64,,0
ITI1,2022,CodDestina,String,,0
DE4,2022,code,String,original_code,1
DEA,2022,CODE,Integer,original_code,1
DE4,2022,code_bez,String,original_name,1
FR,2022,code_cultu,String,original_code,1
FR,2022,code_group,String,group_code,1
DEA,2022,CODE_TXT,String,original_name,1
ITI1,2022,CodQualita,String,,0
ITI1,2022,CodUso,String,,0
SI,2022,COLOR,String,,0
ITI1,2022,ColturaPri,Integer64,,0
IE,2022,COM_DEN,Integer64,,0
IE,2022,COM_IND,String,,0
IE,2022,COM_NUM,Integer64,,0
ES51,2022,Comarca,String,,0
ITI1,2022,comune,String,,0
IE,2022,CROP_DESC,String,original_name,1
SI,2022,CROP_LAT_E,String,,0
DEA,2022,CROPDIV,String,,0
BE3,2022,CULT_COD,String,original_code,1
BE3,2022,CULT_NOM,String,original_name,1
ES51,2022,Cultiu,String,original_name,1
FR,2022,culture_d1,String,,0
FR,2022,culture_d2,String,,0
IE,2022,CUST_NIT_A,Real,,0
IE,2022,CUST_NPH,Real,,0
DK,2022,CVR,String,,0
DEA,2022,D_PG,String,,0
ITI1,2022,DataFineOc,String,,0
ITI1,2022,DataImpian,String,,0
ITI1,2022,DataInizio,String,,0
IE,2022,DEROGATION,String,,0
ITI1,2022,DescColtiv,String,,0
ITI1,2022,destinazio,String,,0
IE,2022,DIGIT_AREA,Real,off_area,1
ES,2022,dn_oid,Real,off_id,1
ES,2022,dn_perim,Real,,0
ES,2022,dn_surface,Real,off_area,1
DEA,2022,EFA,String,,0
IE,2022,EFA_SEC_CR,String,,0
DEA,2022,ELER,String,,0
IE,2022,ESPG_IND,String,,0
ES,2022,exp_ano,Real,,0
ES,2022,exp_ca,Integer,,0
IE,2022,EXP_NITRAT,Real,,0
ES,2022,exp_num,String,,0
IE,2022,EXP_PHOSPH,Real,,0
ES,2022,exp_prov,Integer,,0
IE,2022,EXTRCT_DAT,String,,0
IE,2022,FAD,Real,,0
IE,2022,FAD_REASON,String,,0
AT,2022,FART_ID,Real,,0
DEA,2022,FLIK,String,,0
AT,2022,FS_KENNUNG,Real,off_id,1
DK,2022,GB,Integer,,0
DK,2022,GBanmeldt,Real,,0
AT,2022,GEO_ID,Real,,0
AT,2022,GEO_PART_KEY,Real,,0
AT,2022,GEO_TYPE,String,,0
SI,2022,GERK_PID,Integer64,off_id,1
NL,2022,gewas,String,original_name,1
NL,2022,gewascode,Integer,original_code,1
BE2,2022,GEWASGROEP,String,group_name,1
IE,2022,GLAS_IND,String,,0
AT,2022,GML_GEOM,Binary,,0
AT,2022,GML_ID,String,,0
AT,2022,GML_IDENTIFIER,String,,0
AT,2022,GML_LENGTH,Real,,0
DE4,2022,groesse,Real,off_area,1
BE3,2022,GROUPE_CUL,String,group_name,1
ES51,2022,Grup,String,group_name,1
DE4,2022,guelt_bis,String,,0
DE4,2022,guelt_von,String,,0
ES51,2022,HA,Real,off_area,1
IE,2022,HERD,String,,0
IE,2022,HERD_NO,String,,0
DE4,2022,herkunft,String,,0
BE2,2022,HFDTLT,String,original_code,1
DEA,2022,ID,Integer,off_id,1
SI,2022,ID,Integer64,,0
FR,2022,id_parcel,String,off_id,1
ITI1,2022,IDCatastal,String,,0
ITI1,2022,IdEpocaDiS,Integer64,,0
ITI1,2022,IDFormaAll,Integer64,,0
ES51,2022,IDMUN,String,off_id,1
ITI1,2022,IdPotenzia,Integer64,,0
ITI1,2022,IdRotazion,Integer64,,0
ITI1,2022,IDSpecie,Integer64,original_code,1
ITI1,2022,IdTipoIrri,Integer64,,0
ITI1,2022,IdTipoMa_1,Integer64,,0
ITI1,2022,IdTipoMant,Integer64,,0
ITI1,2022,IdTipoProt,Integer64,,0
ITI1,2022,IdTipoSemi,Integer64,,0
ITI1,2022,IDVarieta,Integer64,,0
DK,2022,IMK_areal,Real,off_area,1
IE,2022,IMP_NITRAT,Real,,0
IE,2022,IMP_PHOSPH,Real,,0
IE,2022,IND_ACREAG,Real,,0
IE,2022,IND_NPH,Real,,0
AT,2022,INSPIRE_ID,String,,0
DEA,2022,INSPIRE_ID,String,,0
ITI1,2022,Irriguo,Integer64,,0
NL,2022,jaar,Integer,,0
DK,2022,Journalnr,String,,0
SK,2022,KODKD,String,off_id,1
SK,2022,KULTURA_NA,String,group_code,1
SK,2022,KULTURA_SK,String,,0
DE4,2022,land,String,,0
ITI1,2022,layer,String,,0
PT,2022,layer,String,,0
BE2,2022,LBLHFDTLT,String,original_name,1
BE2,2022,LBLPM,String,,0
ES,2022,ld_recinto,Real,,0
BE2,2022,LENGTE,Real,,0
AT,2022,LOG_PKEY,Real,,0
SK,2022,LOKALITA_N,String,,0
DK,2022,Markblok,String,,0
DK,2022,Marknr,String,,0
IE,2022,MD,Real,,0
IE,2022,MD_REASON,String,,0
IE,2022,MEA,Real,,0
ES51,2022,Municipi,String,,0
ES,2022,municipio,Integer,,0
EE,2022,niitmise_tuvast_ajavahemik,String,,0
EE,2022,niitmise_tuvastamise_staatus,String,,0
IE,2022,NO_OF_HERD,String,,0
ITI1,2022,NrPiante,Integer64,,0
BE3,2022,OBJECTID,Real,off_id,1
ES,2022,OBJECTID,Integer64,,0
ITI1,2022,objectid,Integer64,off_id,1
PT,2022,OBJECTID_1,Integer,,0
BE2,2022,OIDN,Integer64,,0
BE2,2022,OPPERVL,Real,off_area,1
IE,2022,ORG_STATUS,String,,0
PT,2022,OSA_ID,Integer,,0
PT,2022,Osa_id_1,Real,off_id,1
DE4,2022,ovf,Integer,,0
DE4,2022,ovf_bez,String,,0
ES,2022,par_ayusol,String,,0
PT,2022,PAR_ID,Real,,0
ES,2022,par_produc,Real,original_code,1
ES,2022,par_sie,String,,0
ES,2022,par_sisexp,String,,0
ES,2022,par_supcul,Real,,0
IE,2022,PARC_LAB,String,,0
ES,2022,parcela,Real,,0
SK,2022,PARCELA,String,,0
IE,2022,PARTNER_NO,String,,0
ITI1,2022,path,String,,0
PT,2022,path,String,,0
SK,2022,PCUV,Integer64,,0
ES,2022,pdr_rec,String,,0
EE,2022,pindala_ha,Real,off_area,1
SK,2022,PLODINA,String,original_name,1
BE2,2022,PM,String,,0
ES,2022,poligono,Integer,,0
EE,2022,pollu_id,Integer,off_id,1
ES51,2022,Producte2n,String,,0
ITI1,2022,Produttivo,Integer64,,0
ES,2022,provincia,Integer,,0
ES51,2022,Provincia,String,,0
ITI1,2022,PROVINCIA,String,,0
ITI1,2022,qualita,String,,0
SI,2022,RASTLINA,String,original_name,1
ES,2022,recinto,Real,,0
DE4,2022,ref_ident,String,,0
IE,2022,RESTRICT_N,Real,,0
IE,2022,RESTRICT_P,Real,,0
IE,2022,ROLE_DESC,String,,0
IE,2022,SCHYEAR,Real,,0
ES51,2022,Seca_Regad,String,,0
ITI1,2022,SestoSuFil,Integer64,,0
ITI1,2022,SestoTraFi,Integer64,,0
ES,2022,Shape_Area,Real,,0
IE,2022,Shape_Area,Real,,0
PT,2022,Shape_Area,Real,,0
SK,2022,Shape_Area,Real,,0
IE,2022,Shape_Leng,Real,,0
SK,2022,Shape_Leng,Real,,0
ES,2022,Shape_Length,Real,,0
PT,2022,Shape_Length,Real,,0
IE,2022,SHEEP_NITR,Real,,0
IE,2022,SHEEP_PHOS,Real,,0
SI,2022,SIFRA_KMRS,String,original_code,1
ES51,2022,Sist_Regad,String,,0
AT,2022,SL_FLAECHE_BRUTTO_HA,Real,off_area,1
AT,2022,SNAR_BEZEICHNUNG,String,original_name,1
AT,2022,SNAR_CODE,String,original_code,1
DE4,2022,sorte,Integer,,0
DE4,2022,sorte_bez,String,,0
ITI1,2022,specie,String,original_name,1
DE4,2022,st_area_sh,Real,,0
DE4,2022,st_length_,Real,,0
NL,2022,status,String,,0
IE,2022,STOCK_DENS,Real,,0
IE,2022,SUB_DIV,String,,0
IE,2022,SUB_TOTAL,String,,0
SK,2022,SUBJEKT,String,,0
BE3,2022,SURF_HA,Real,off_area,1
FR,2022,surf_parc,Real,off_area,1
EE,2022,taotleja_nimi,String,,0
EE,2022,taotleja_registrikood,String,,0
EE,2022,taotletud_kultuur,String,original_name,1
EE,2022,taotletud_maakasutus,String,,0
EE,2022,taotletud_toetus,String,,0
EE,2022,taotletud_toetus2,String,,0
EE,2022,taotlusaasta,Integer,,0
DE4,2022,tf_typ,String,,0
IE,2022,TOT_CUS_AC,Real,,0
IE,2022,TOT_CUST_N,Real,,0
IE,2022,TOT_CUST_P,Real,,0
IE,2022,TOT_IND_NI,Real,,0
IE,2022,TOT_IND_PH,Real,,0
BE2,2022,UIDN,Integer64,off_id,1
DEA,2022,USE_CODE,String,,0
DEA,2022,USE_TXT,String,,0
ITI1,2022,uso,String,,0
ITI1,2022,UTE,Integer64,,0
ITI1,2022,varieta,String,,0
ES51,2022,Varietat,String,,0
PT,2022,VDO_DESCRI,String,group_name,1
PT,2022,VDO_SIGLA,String,,0
DE4,2022,verpf_begi,String,,0
SK,2022,VYMERA,Real,off_area,1
DEA,2022,WJ,Integer,,0
SK,2022,ZKODKD,String,,0
ES,2022,zona,Integer,,0
DK,2023,Afgkode,Integer,original_code,1
DK,2023,Afgroede,String,original_name,1
ES,2023,agregado,Integer,,0
ITI1,2023,Anno,Integer64,,0
ITI1,2023,AnnoImpian,Integer64,,0
DE4,2023,ansaatjahr,Integer,,0
DE4,2023,antragjahr,Integer,,0
ITI1,2023,area,Integer64,off_area,1
SI,2023,AREA,Integer64,off_area,1
DEA,2023,AREA_HA,Real,off_area,1
ITI1,2023,Beneficiar,Integer64,,0
DE4,2023,bind_code,String,,0
DE4,2023,bind_name,String,,0
DE4,2023,bind_zusat,String,,0
ES51,2023,Campanya,Integer64,,0
NL,2023,category,String,group_name,1
ITI1,2023,CodColtiva,Integer64,,0
ITI1,2023,CodDestina,String,,0
DE4,2023,code,String,original_code,1
DEA,2023,CODE,Integer,original_code,1
DE4,2023,code_bez,String,original_name,1
FR,2023,CODE_CULTU,String,original_code,1
FR,2023,CODE_GROUP,String,group_code,1
DEA,2023,CODE_TXT,String,original_name,1
ITI1,2023,CodQualita,String,,0
ITI1,2023,CodUso,String,,0
ITI1,2023,ColturaPri,Integer64,,0
ES51,2023,Comarca,String,,0
ITI1,2023,comune,String,,0
SI,2023,CROP_LAT_E,String,,0
DEA,2023,CROPDIV,String,,0
ES51,2023,Cultiu,String,original_name,1
FR,2023,CULTURE_D1,String,,0
FR,2023,CULTURE_D2,String,,0
DK,2023,CVR,String,,0
DEA,2023,D_PG,String,,0
ITI1,2023,DataFineOc,String,,0
ITI1,2023,DataImpian,String,,0
ITI1,2023,DataInizio,String,,0
ITI1,2023,DescColtiv,String,,0
ITI1,2023,destinazio,String,,0
ES,2023,dn_oid,Real,off_id,1
ES,2023,dn_perim,Real,,0
ES,2023,dn_surface,Real,off_area,1
DEA,2023,EFA,String,,0
DE4,2023,egs_code,Integer,,0
DE4,2023,egs_name,String,,0
DEA,2023,ELER,String,,0
ES,2023,exp_ano,Real,,0
ES,2023,exp_ca,Integer,,0
ES,2023,exp_num,String,,0
ES,2023,exp_prov,Integer,,0
EE,2023,f_id,Integer,,0
AT,2023,FART_ID,Real,,0
DEA,2023,FLIK,String,,0
AT,2023,FS_KENNUNG,Real,off_id,1
DK,2023,GB,Integer,,0
DK,2023,GBanmeldt,Real,,0
AT,2023,GEO_ID,Real,,0
AT,2023,GEO_PART_KEY,Real,,0
AT,2023,GEO_TYPE,String,,0
SI,2023,GERK_PID,Real,off_id,1
NL,2023,gewas,String,original_name,1
NL,2023,gewascode,Integer,original_code,1
DE4,2023,gloez8code,Integer,,0
DE4,2023,gloez8name,String,,0
AT,2023,GML_GEOM,Binary,,0
AT,2023,GML_ID,String,,0
AT,2023,GML_IDENTIFIER,String,,0
AT,2023,GML_LENGTH,Real,,0
DE4,2023,groesse,Real,off_area,1
ES51,2023,Grup,String,group_name,1
DE4,2023,guelt_bis,String,,0
DE4,2023,guelt_von,String,,0
ES51,2023,HA,Real,off_area,1
DE4,2023,herkunft,String,,0
DEA,2023,ID,Integer,off_id,1
SI,2023,ID,Integer64,,0
FR,2023,ID_PARCEL,String,off_id,1
ITI1,2023,IDCatastal,String,,0
ITI1,2023,IdEpocaDiS,Integer64,,0
ITI1,2023,IDFormaAll,Integer64,,0
ES51,2023,IDMUN,String,off_id,1
ITI1,2023,IdPotenzia,Integer64,,0
ITI1,2023,IdRotazion,Integer64,,0
ITI1,2023,IDSpecie,Integer64,original_code,1
ITI1,2023,IdTipoIrri,Integer64,,0
ITI1,2023,IdTipoMa_1,Integer64,,0
ITI1,2023,IdTipoMant,Integer64,,0
ITI1,2023,IdTipoProt,Integer64,,0
ITI1,2023,IdTipoSemi,Integer64,,0
ITI1,2023,IDVarieta,Integer64,,0
DK,2023,IMK_areal,Real,off_area,1
AT,2023,INSPIRE_ID,String,,0
DEA,2023,INSPIRE_ID,String,,0
ITI1,2023,Irriguo,Integer64,,0
NL,2023,jaar,Integer,,0
DK,2023,Journalnr,String,,0
SK,2023,KODKD,String,off_id,1
SK,2023,KULTURA_KO,String,,0
SK,2023,KULTURA_NA,String,group_code,1
AT,2023,KZ_BIO_OEPUL_JN,String,,0
DE4,2023,land,String,,0
FR,2023,layer,String,,0
ITI1,2023,layer,String,,0
ES,2023,ld_recinto,Real,,0
AT,2023,LOG_PKEY,Real,,0
SK,2023,LOKALITA_N,String,,0
DK,2023,Markblok,String,,0
DK,2023,Marknr,String,,0
ES51,2023,Municipi,String,,0
ES,2023,municipio,Integer,,0
EE,2023,niitmise_tuvast_ajavahemik,String,,0
EE,2023,niitmise_tuvastamise_staatus,String,,0
ITI1,2023,NrPiante,Integer64,,0
ES,2023,OBJECTID,Integer64,,0
ITI1,2023,objectid,Integer64,off_id,1
DE4,2023,oekoregel,String,,0
ES,2023,par_ayusol,String,,0
ES,2023,par_produc,Real,original_code,1
ES,2023,par_sie,String,,0
ES,2023,par_sisexp,String,,0
ES,2023,par_supcul,Real,,0
ES,2023,parcela,Real,,0
SK,2023,PARCELA,String,,0
FR,2023,path,String,,0
ITI1,2023,path,String,,0
SK,2023,PCUV,Integer64,,0
ES,2023,pdr_rec,String,,0
EE,2023,pindala_ha,Real,off_area,1
SK,2023,PLODINA_NA,String,original_name,1
ES,2023,poligono,Integer,,0
EE,2023,pollu_id,Integer,off_id,1
ES51,2023,Producte2n,String,,0
ITI1,2023,Produttivo,Integer64,,0
ES,2023,provincia,Integer,,0
ES51,2023,Provincia,String,,0
ITI1,2023,PROVINCIA,String,,0
ITI1,2023,qualita,String,,0
SI,2023,RASTLINA,String,original_name,1
ES,2023,recinto,Real,,0
DE4,2023,ref_ident,String,,0
ES51,2023,Seca_Regad,String,,0
ITI1,2023,SestoSuFil,Integer64,,0
ITI1,2023,SestoTraFi,Integer64,,0
ES,2023,Shape_Area,Real,,0
SK,2023,Shape_Area,Real,,0
SK,2023,Shape_Leng,Real,,0
ES,2023,Shape_Length,Real,,0
SI,2023,SIFRA_KMRS,String,original_code,1
ES51,2023,Sist_Regad,String,,0
AT,2023,SL_FLAECHE_BRUTTO_HA,Real,off_area,1
AT,2023,SNAR_BEZEICHNUNG,String,original_name,1
AT,2023,SNAR_CODE,String,original_code,1
DE4,2023,sorte,Integer,,0
DE4,2023,sorte_bez,String,,0
ITI1,2023,specie,String,original_name,1
DE4,2023,st_area_sh,Real,,0
DE4,2023,st_length_,Real,,0
NL,2023,status,String,,0
SK,2023,SUBJEKT_NA,String,,0
FR,2023,SURF_PARC,Real,off_area,1
EE,2023,taotleja_nimi,String,,0
EE,2023,taotleja_registrikood,String,,0
EE,2023,taotletud_kultuur,String,original_name,1
EE,2023,taotletud_maakasutus,String,,0
EE,2023,taotletud_toetus,String,,0
